NAME_ONE,HAZARD_COD,BASIN_NAME,RIVER_STRE,DAM_HEIGHT,DAM_LENGTH,SURFACE_AR,YEARBUILT,longitude,latitude
"Mccomb, Bottle & Bottle Wl Marsh Dam",A,Susquehanna,Tr-Genegantslet Creek,5,60,12,1955,-75.7830555556,42.3936111111
Greene Rod & Gun Club Wildlife Pnd Dam,A,Susquehanna,Tr-Indian Brook,9,275,11,1955,-75.8261111111,42.3077777778
W J Nadeau Wildlife Pond Dam,A,Susquehanna,Tr-Castle Creek,7,113,7,1955,-75.9602777778,42.2908333333
Chenango 19 Wildlife Marsh Dam,A,Susquehanna,Tr-Five Streams Creek,8,200,7,1957,-75.8133333333,42.4825
Marshall Seymour Pond Dam,A,Susquehanna,Tr-Genegantslet Creek,13,438,2,1957,-75.8305555556,42.35
J M White Pond Dam,A,Susquehanna,Tr-Tioughnioga River,10,190,4,1959,-75.9722222222,42.4452777778
Carl Staley Pond Dam #1,A,Susquehanna,Tr-Otselic River,14,340,2,1960,-75.8819444444,42.4927777778
William Happich Farm Pond Dam,A,Susquehanna,Tr-Birdsall Brook,13,315,1,1961,-75.7813888889,42.3730555556
Carl L Sirianni Pond Dam,D,Susquehanna,Tr-Spring Brook,22,350,4,1961,-75.7588888889,42.3983333333
Geoffrey M Gear Recreational Lake Dam,D,Susquehanna,Tr-Page Brook,0,0,0,0,-75.7969444444,42.2561111111
Peter Kopp Farm Pond Dam,D,Lower Hudson,Tr-Little Wappinger Creek,15,300,2,0,-73.7633333333,41.9161111111
Burger Pond Dam,0,Lower Hudson,Crum Elbow Creek,3,50,2,1968,-73.8805555556,41.8541666667
Schreiber Dams A To E,A,Lower Hudson,Tr-Landsman Kill,6,200,9,1968,-73.8188888889,41.975
Litt Wildlife Pond Dam,A,Lower Hudson,Tr-Great Spring Creek,15,440,3,1970,-73.8319444444,41.7780555556
Mead Pond Dams A & B,A,Lower Hudson,Tr-Little Wappingers Creek,14,460,2,1970,-73.7583333333,41.8833333333
Webb Dam,A,Lower Hudson,Tr-Wappinger Creek,0,0,0,0,-73.7775,41.8283333333
Callanan Farm Pond Dam,0,Lower Hudson,Tr-Coeymans Creek,14,500,1,1959,-73.8480555556,42.5202777778
Wais Pond Dam #2,A,Lower Hudson,Tr-Normans Kill,13,220,4,1959,-73.9033333333,42.6463888889
Schaible Wildlife Marsh Dam,D,Lower Hudson,Tr-Onesquethau Creek,8,475,6,0,-73.9147222222,42.6041666667
Ingraham Pond Dam,0,Lower Hudson,Tr-Normans Kill,13,160,2,1961,-73.8388888889,42.64
"Roy Nyers Marsh Dams A, B & C",A,Lower Hudson,Tr-Hudson River,8,700,3,1951,-73.7594444444,42.5763888889
Albany Country Club Pond Dam,A,Lower Hudson,Tr-Normans Kill,15,540,2,1962,-73.92,42.6802777778
Water District #1 Dam,A,Lower Hudson,Tr-Onesquethaw Creek,7,52,1,1964,-73.9941666667,42.6022222222
Allen Farm Pond Dam,A,Lower Hudson,Tr-Vloman Kill,9,360,1,1965,-73.9258333333,42.6102777778
Jeffers Pond Dam,A,Lower Hudson,Phillipin Kill,12,100,1,1968,-73.8977777778,42.6294444444
Kaye Pond Dam,B,Lower Hudson,Tr-Vly Creek,13,500,4,1967,-73.9327777778,42.6277777778
Becker Lake Dam,A,Lower Hudson,,12,0,3,1979,-73.8933333333,42.6844444444
Tivoli Lake Dam,B,Lower Hudson,Tr-Hudson River,7,400,6,1979,-73.7608333333,42.6702777778
Altamont Metal Dam,A,Lower Hudson,Black Creek,10,0,3,0,-73.995,42.7166666667
West Albany Storm Retention Dam & Dike,B,Lower Hudson,Sand Creek,21,180,0,1980,-73.7788888889,42.6908333333
Rensselaer Lake Dam,B,Lower Hudson,Tr-Hudson River,30,350,42,1900,-73.8322222222,42.6961111111
Crossgates Mall Detention Pond #1 Dam,A,Lower Hudson,Krumkill Creek,18,250,3,1984,-73.8455555556,42.6858333333
Ann Lee Pond Dam,A,Mohawk,Shakers Creek,9,32,10,1980,-73.8125,42.7388888889
Maywood Detention Pond Dam,A,Mohawk,Tr-Lisha Kill Creek,10,1655,10,0,-73.8602777778,42.7483333333
Waldens Pond Dam,B,Lower Hudson,Tr-Blackhouse Creek,26,1050,5,1991,-73.8905555556,42.6830555556
Crossgates Mall Detention Pond #2 Dam,A,Lower Hudson,Krum Kill,18,150,0,1994,-73.8477777778,42.6858333333
Decarlo Dam,A,Lower Hudson,Tr-Alcove Reservoir,10,150,1,0,-73.9583333333,42.5269444444
Coon Rock Rod And Gun Club Dam,B,Delaware,Tr-East Branch Callicoon Creek,12,250,14,0,-74.9944444444,41.7338888889
Mccavanaugh Pond Dam,0,St. Regis River,Stony Brook,5,280,0,0,-74.54,44.5466666667
Eli Sochia Dam,A,St. Regis River,Rosenbarker Brook,10,75,24,0,-74.6536111111,44.6480555556
Grasse River Dam,A,"East St. Lawrence, Grass",Grasse River,15,135,30,1881,-74.7444444444,44.255
Carry Falls Dam,C,Raquette River,Raquette River,66,623,5750,1950,-74.7469444444,44.4352777778
Catamount Pond Dam,D,"East St. Lawrence, Grass",Tr-Massawepie Lake,3,30,0,0,-74.64,44.2666666667
Joe Indian Pond Dam,A,Raquette River,Tr-Raquette River,4,100,350.8,0,-74.74,44.4816666667
Wolf Pond Dam,A,Raquette River,Tr-Long Pond Outlet,5,250,0,0,-74.5266666667,44.4483333333
Piercefield Hydroelectric Dam,A,Raquette River,Raquette River,22,300,365,1974,-74.5666666667,44.2333333333
Bog River Dam,B,Raquette River,Bog River,28,239,218,1904,-74.6263888889,44.1144444444
Lows Lake Dam,B,Raquette River,Bog River,21,170,2759,1903,-74.6716666667,44.1097222222
Slim Pond Dam,0,Raquette River,Big Brook,0,0,282,0,-74.5008333333,44.0027777778
Setting Pole Rapids Dam,A,Raquette River,Raquette River,18,229,7000,1934,-74.53,44.2333333333
Sperry Pond Dam,A,Raquette River,Sperry Pond Outlet,3,0,118,1953,-74.5194444444,44.0819444444
Round Lake Dam,A,Raquette River,Tr-Bog River,10,75,793,1967,-74.5825,44.0869444444
Long Pond Dam,A,Raquette River,Tr-Lowslake,4,150,0,0,-74.7016666667,44.085
Horseshoe Lake Dam,A,Raquette River,Tr-Bog River,3,16,384,0,-74.6305555556,44.1291666667
Bridge Brook Pond Dam,A,Raquette River,Bridge Brook,4,40,0,0,-74.57,44.1616666667
Jackson Summit Reservoir Dam,C,Upper Hudson,Jackson Creek,27,1400,90,1934,-74.2847222222,43.1397222222
Jackson Summit Control Dam,B,Upper Hudson,Jackson Creek,8,50,2,1933,-74.285,43.135
Lewis Yost Wildlife Marsh Dam,A,Mohawk,Tr-Kayaderosseras Creek,8,0,6,1962,-74.255,43.0083333333
Decca Records Pond Dam,A,Upper Hudson,Tr-Anthony Creek,16,1000,1,1962,-74.3236111111,43.0711111111
Cork Center Storage Reservoir Dam,C,Mohawk,Cork Center Creek,49,460,41,1919,-74.4647222222,43.0366666667
Fairlands Wildlife Marsh Dam,A,Mohawk,Tr-Panther Creek,6,200,17,1959,-74.5194444444,42.5938888889
Morris Veley Dam,B,Mohawk,Tr-Cobleskill Creek,26,330,10,1959,-74.5252777778,42.6363888889
Vrasidas Dam,B,Lower Hudson,Mombaccus Creek,12,200,1,1947,-74.3491666667,41.8583333333
Price Dam,A,Lower Hudson,Tr-Dwaarkill,8,125,2,1912,-74.3825,41.5116666667
Marlborough Water District Dam & Dike,B,Lower Hudson,Tr-Hudson River,23,280,7,1964,-74.0069444444,41.6194444444
Hurd Farm Pond Dam,A,Lower Hudson,Tr-Black Creek,14,840,3,1965,-74.0633333333,41.6980555556
Walker Farm Pond Dam #2,A,Lower Hudson,Tr-Blackcreek,14,1060,7,1965,-74.0416666667,41.7091666667
Walden Pond Dam,B,Lower Hudson,Tr-Tin Brook,15,400,9,1966,-74.1736111111,41.5611111111
Herbert Wolff Farm Pond Dam #2,A,Lower Hudson,Tr-Kaaterskill Creek,10,180,2,1982,-73.9477777778,42.2186111111
Turkey Hill Farm Pond Dam,A,Lower Hudson,Tr-Roeliff Jansen Kill,7,0,5,1946,-73.7866666667,42.0166666667
Valencia Lane Dam,A,Mohawk,Stony Creek,15,325,10,1964,-73.8094444444,42.8430555556
Weed Wildlife Marsh Dam,A,Upper Hudson,Tr-Ballston Creek,12,875,3,1964,-73.8336111111,42.9625
Barrett Farm Pond Dam,A,Mohawk,Tr-Mohawk River,12,375,5,1965,-73.8527777778,42.825
Shaker Ridge Country Club Dam,A,Mohawk,Tr-Shakers Creek,18,680,4,1968,-73.8216666667,42.7505555556
Lock E-8 Dam At Scotia,B,Mohawk,Erie Canal Mohawk River,16,600,390,1910,-73.9908333333,42.8297222222
Woodlawn Main Retention Basin Dam,A,Mohawk,Tr-Lisha Kill,3,0,5,0,-73.9083333333,42.7616666667
Rotterdam Square Impoundment Dam,A,Mohawk,Poentic Kill,14,3300,14,1987,-73.9847222222,42.8108333333
Maywood Gardens Retention Pond Dam,A,Mohawk,Lisha Kill Creek,8,1200,5,0,-73.8666666667,42.7508333333
Leonard Pond Dam,A,Mohawk,,6,70,1,0,-73.7597222222,42.7880555556
Barney Road (upper) Dam,A,Mohawk,Stony Creek,10,200,5,0,-73.8091666667,42.8475
Knolls Edge Pond Dam,A,Upper Hudson,Tr-Ballston Creek,0,0,0,0,-73.8061111111,42.9411111111
Oronacah Farms Dam,A,Mohawk,Tr-Stony Creek,11.8,150,2.24,1905,-73.8166666667,42.8491666667
Delmar Reservoir #1 Dam,D,Lower Hudson,Tr-Vloman Kill,27,2141,0,1930,-73.9286111111,42.6280555556
Vly Creek Dam,B,Lower Hudson,Vly Creek,19.5,85,5,1932,-73.9063888889,42.6588888889
Delmar State Game Farm Dam #1,A,Lower Hudson,Vloman Kill,7,400,2,1934,-73.8930555556,42.6088888889
Delmar State Game Farm Dam #2,A,Lower Hudson,Vloman Kill,11,330,5,1934,-73.89,42.6066666667
Delmar Reservoir #2 Dam,A,Lower Hudson,Tr-Vloman Kill,17,1570,4,1934,-73.9066666667,42.6311111111
Watervliet Reservoir Dam,C,Lower Hudson,Normans Kill,36,380,430,1916,-73.9608333333,42.7113888889
(208-1241),D,Lower Hudson,Muitzes Kill,0,0,0,0,-73.7597222222,42.5169444444
Lake Superior Dam,A,Delaware,Tr-Black Lake,7,210,185,1920,-74.8683333333,41.655
Lower Lake Metaugue Dam,A,Delaware,Tr-Rio Reservoir,10,450,70,1960,-74.7733333333,41.51
Crystal Lake Dam,A,Delaware,Beaver Brook,6,114,147,1900,-74.9116666667,41.6133333333
Balsam Pond Dam,A,Delaware,Balsam Brook,15,400,19,1958,-74.9033333333,41.5883333333
Otto K Nelson Pond Dam,A,Susquehanna,Tr-Page Brook,15,463,3,1965,-75.7658333333,42.2830555556
Douglass S Muzzy Pond Dam,A,Susquehanna,Tr-Birosall Brook,12,410,1,1965,-75.7672222222,42.3683333333
Genegantslet Creek Project Dam 2a,B,Susquehanna,Pond Brook,23,350,45,1968,-75.86,42.4213888889
Leonard Lee Recreational Pond Dam,A,Susquehanna,Tr-Page Brook,13,250,3,1968,-75.7602777778,42.2780555556
Carl W Staley Farm Pond #2 Dam,A,Susquehanna,Tr-Willet Creek,9,350,2,1969,-75.8847222222,42.4913888889
Dr Erwin Centerwall Rec Pond Dam,A,Susquehanna,Tr-Indian Brook,14,380,1,1971,-75.8316666667,42.3427777778
Edward Decker Recreational Pond Dam,A,Susquehanna,Tr-Ticknor Brook,14,480,10,1972,-75.9061111111,42.4172222222
Melody Lake Dam,C,Susquehanna,Tr-Willet Creek,27,120,41,1902,-75.8775,42.4686111111
Stump Pond Dam,C,Susquehanna,Willet Creek,15,100,39,1928,-75.8911111111,42.4622222222
C Harry Edick Pond Dam,A,Black River,Tr-Black River,9,100,2,1963,-75.3433333333,43.7788888889
Chase Lake Dam,A,Black River,Chase Lake Outlet,0,0,0,0,-75.3147222222,43.7613888889
Crystal Lake Dike,A,Black River,Crystal Creek,12,60,83,0,-75.28,43.8383333333
Lowville Reservoir Dam,A,Black River,Crystal Creek,10,100,1,0,-75.3219444444,43.8222222222
Croghan Reservoir #2 Dam,A,Black River,Sandy Creek,7,200,1,0,-75.3027777778,43.9075
Kearns Mill Dam,A,Black River,Atwater Creek,0,30,0,1870,-75.4733333333,43.7341666667
Martinsburg Reservoir Dam,A,Black River,Atwater Creek,8,60,1,0,-75.49,43.7202777778
Glendale Mill Dam,A,Black River,Whetstone Creek,0,35,0,1875,-75.49,43.72
Village Of Turin Water Supply Dam,A,Black River,Millcreek,2,0,1,1922,-75.4330555556,43.6269444444
Otter Creek Pond Dam,D,Black River,Otter Creek,0,0,1,1925,-75.3688888889,43.7161111111
Rock Tavern Dam,A,Lower Hudson,Tr-Otter Kill,10,740,31,0,-74.1986111111,41.4738888889
Dunderberg Manor - Bond Retention Pond Dam,A,Lower Hudson,Tr-Woodbury Creek,5,80,0.55,1987,-74.1233333333,41.3258333333
Williams Pond Dam,A,Lower Hudson,Tr-Long Pond Brook,7,900,0,0,-74.0319444444,41.3783333333
Lily Pond Dam,B,Lower Hudson,Trout Brook,10,450,10.7,1949,-74.2461111111,41.2822222222
Benedicts Pond Dam,B,Lower Hudson,,16,300,10.6,0,-74.0725,41.4516666667
Harriman Commons Detention Pond Dam,A,Lower Hudson,,10,300,2.68,1999,-74.145,41.3175
Round Lake Dam,A,Lower Hudson,,3,3.5,96.6,0,-74.2047222222,41.3183333333
Sherwood Pond Dam,A,Delaware,Deep Hollowbrook,12,490,1.7,0,-74.9425,41.5302777778
Toronto Lake Dam,A,Delaware,Toronto Creek,15,140,86.5,0,-74.8741666667,41.6275
Gabriel Road Dam,D,Delaware,Tr-Jaketown Creek,8,100,1.5,0,-74.9138888889,41.7225
Twin Ponds Dam - Lower,A,Delaware,Burnt Meadow Brook,15,130,9,0,-74.7708333333,41.6230555556
Twin Ponds Dam Upper,A,Delaware,Burnt Meadow Brook,8,1000,4,0,-74.7686111111,41.6258333333
Rio Dam,C,Delaware,Mongaup River,101,1487,422,1927,-74.7555555556,41.4794444444
Bisseun Dam,A,Delaware,Tr-Mill Brook,4,200,0,1875,-74.8155555556,41.4613888889
Mckenzie Dam,A,Delaware,Tr-Mill Creek,8,175,1,1908,-74.8241666667,41.4675
(149-0104),A,Delaware,Tr-Mill Brook,8,200,12,0,-74.8177777778,41.485
Sprite Wildlife Marsh Dam,A,Mohawk,Tr-Sprite Creek,6,1300,19,1962,-74.7,43.1333333333
Yauney Reservoir Dam,A,Mohawk,Zimmerman Creek,20,740,82,1964,-74.5580555556,43.0641666667
Christian Lake Dam,A,Mohawk,Tr-Trammel Creek,23,500,5,1973,-74.7166666667,43.23
Hillabrandt Vly Dam,A,Mohawk,Middle Sprite Creek,12,270,64,0,-74.56,43.115
Ayers Lake Dam,A,Mohawk,Ayers Creek,4,110,28,0,-74.6133333333,43.2
Newkirk Pond Dam,B,Mohawk,Caroga Creek,15,200,28,0,-74.5111111111,43.1127777778
Fort Plain Reservoir Dam,A,Mohawk,Tr-Mohawk River,10,450,2,0,-74.6108333333,42.9483333333
(158-0406),D,Mohawk,Flat Creek,0,0,0,0,-74.5138888889,42.7827777778
(158-0416),D,Mohawk,Flat Creek,0,0,0,0,-74.5230555556,42.7913888889
(158-0443),D,Mohawk,Tr-Canajoharie Creek,0,0,0,0,-74.5811111111,42.8447222222
Smith Dam #1,A,Mohawk,Canajoharie Creek,0,130,1,1904,-74.5658333333,42.8902777778
Smith Dam #2,A,Mohawk,Canajoharie Creek,0,0,2,1923,-74.5722222222,42.9005555556
Canajoharie Water Supply Dam,A,Mohawk,None,5,200,1,0,-74.5708333333,42.9272222222
(158-0458),D,Mohawk,Tr-Canajoharie Creek,0,0,0,0,-74.5919444444,42.8422222222
(158-0461),D,Mohawk,Canajoharie Creek,0,0,0,0,-74.5961111111,42.8458333333
(158-0483),D,Mohawk,Caroga Creek,0,0,0,0,-74.6258333333,42.9680555556
(158-0484),D,Mohawk,Caroga Creek,0,0,0,0,-74.6266666667,42.9675
(158-0505),D,Mohawk,Canajoharie Creek,0,0,0,0,-74.6841666667,42.8427777778
Edwin Vickery Dam,A,Mohawk,Flat Creek,13,81,16,1935,-74.51,42.7833333333
Cherry Valley Storage Reservoir Dam,A,Mohawk,Tr-Cherry Valley Creek,8,300,4,1936,-74.7294444444,42.7927777778
Beech-nut Dam,0,Mohawk,Mohawk River,4,130,1,1949,-74.5358333333,42.9063888889
Pomella Brothers Farm Pond Dam,A,Mohawk,Tr-West Creek,8,250,3,1951,-74.5813888889,42.7713888889
Hennesey Pond Dam,A,Lower Hudson,Lake Henneside Outlet,4,130,1,1875,-74.3925,41.5116666667
Lake Henneside Dam #1,A,Lower Hudson,Lake Henneside Outlet,20,135,4,1875,-74.3958333333,41.5144444444
Lake Henneside Dam #2,A,Lower Hudson,Lake Henneside Outlet,4,420,4,1875,-74.3933333333,41.5172222222
Cattle Pond Dam,A,Lower Hudson,Tr-Shawanhuk Kill,7,235,1,1911,-74.3727777778,41.5327777778
Sheffield Farms Pond Dam,A,Lower Hudson,Tr-Shawngunk Kill,7,355,4,0,-74.3472222222,41.54
Searsville Dam,A,Lower Hudson,Dwaar Kill,12,110,2,1912,-74.3116666667,41.5616666667
Lake Altamont Dam,B,Lower Hudson,Tr-Shawanguk Kill,15,133,6,1923,-74.4861111111,41.5325
Ward Pond Dam,A,Lower Hudson,Tr-Dwaar Kill,4,115,1,1914,-74.2866666667,41.5622222222
Campbell Pond Dam,A,Lower Hudson,Tr-Shawangunk Kill,4,0,2,1926,-74.4583333333,41.5263888889
Mckenna Pond Dam,A,Lower Hudson,Pakansink Creek,7,100,2,1912,-74.365,41.5552777778
Fiero Pond Dam,A,Lower Hudson,Tr-Shawangunk Kill,6,0,2,1922,-74.4766666667,41.5441666667
Shawangunk Lake Dam,A,Lower Hudson,Shawangunk Kill,6,0,10,1922,-74.35,41.5980555556
Rockwell Mill Dam,A,Lower Hudson,Shawangunk Kill,8,100,10,1922,-74.3777777778,41.5875
Pine Bush Pond Dam,D,Lower Hudson,Shawangunk Kill,5,250,20,1926,-74.3069444444,41.6077777778
Lake Jerry Dam,A,Lower Hudson,Tr-Shawangunk Kill,20,0,4,1922,-74.3833333333,41.6072222222
Murrays Pond Dam,A,Lower Hudson,Tr-Verkeerder Kill,10,0,4,1926,-74.3483333333,41.6283333333
Lake Maratanza Dam,B,Lower Hudson,Tr-Verkeerder Kill,12,1000,38,1923,-74.3497222222,41.6780555556
Frost Pond Dam,A,Lower Hudson,Rondout Creek,4,125,1,1910,-74.38,41.7422222222
Young & Humphrey Pond Dam,A,Lower Hudson,Rondout Creek,12,225,1,1900,-74.3858333333,41.7602777778
Windsor Lake Dam,A,Lower Hudson,Bear Kill,20,150,8,1924,-74.4852777778,41.7241666667
Cape Pond Dam,B,Lower Hudson,Beer Kill,20,612,230,1914,-74.4377777778,41.7480555556
Fly Brook Dam,0,Lower Hudson,Fly Brook,17,246,6,1927,-74.3133333333,41.695
Fly Brook Dam,A,Lower Hudson,Fly Brook,25,300,34,1933,-74.29,41.7166666667
Bloomingburg Dam,A,Lower Hudson,Shawangunk Kill,10,0,4,1937,-74.4338888889,41.5441666667
Nevele Country Club Pond Dam,0,Lower Hudson,Sandburg Creek,5,0,6,1940,-74.405,41.7016666667
Covino Pond Dam,A,Lower Hudson,Tomy Kill,11,135,10,1948,-74.3633333333,41.6
Spring Glen Estates Dam,0,Lower Hudson,Tr-Homowack Creek,0,0,5,1950,-74.4369444444,41.6511111111
Wasserman Recreational Pond Dam #1,A,Lower Hudson,Tr-Wallkill River,14,480,2,1968,-74.5361111111,41.3152777778
Wasserman Recreational Pond Dam #2,D,Lower Hudson,Tr-Wallkill River,0,0,0,0,-74.5361111111,41.3097222222
Welmet Lake Dam,A,Delaware,Beaver Brook,13,351,32,1900,-74.9116666667,41.5866666667
Blind Pond Dam,A,Delaware,Tr-Halfway Brook,10,250,45,1960,-74.9016666667,41.5533333333
Toasperns Pond Dam,C,Delaware,Beaver Brook,15,41,35,1940,-74.9405555556,41.5263888889
Turnpike Pond Dam,A,Delaware,Dunn Brook,11,240,51,1930,-74.9416666667,41.5766666667
WEIDEN LAKE DAM,A,Delaware,East Branch Tenmile River,25,161,64,1920,-74.9886111111,41.5883333333
Fox Lake Dam,A,Delaware,Dunn Brook,9,150,26,1900,-74.9416666667,41.5883333333
Mohican Lake Dam,A,Delaware,Tr-Mill Brook,6,40,185,1880,-74.8183333333,41.5133333333
Eldred Dam,A,Delaware,Tr-Haleway Brook,4,40,10,1980,-74.9,41.5383333333
Barry Sirmon Dam,D,Lower Hudson,Tr-Roeliff Jansen Kill,16,200,1,0,-73.8333333333,42.1166666667
Klein Pond Dam,A,Lower Hudson,Tr-Klein Kill,24,220,4,0,-73.8355555556,42.1472222222
Mt. Airy Road Dam,A,Lower Hudson,,8,30,6,0,-73.9952777778,42.1125
Olana Historic Site Dam,A,Lower Hudson,None,10,0,8,1873,-73.8297222222,42.2127777778
High Falls Extention Mill Dam,A,Lower Hudson,Kaaterskill Creek,8,80,1,1860,-73.9761111111,42.1844444444
Keith Wildlife Marsh Dam,A,Lower Hudson,Tr-Wappinger Creek,7,280,5,1955,-73.7847222222,41.7555555556
Lower Dam His.hs-13,A,Lower Hudson,Crum Elbow Creek,23,151,1,1913,-73.945,41.7891666667
Hyde Park Fire Department Dam,A,Lower Hudson,Crum Elbow Creek,6,54,1,1918,-73.9308333333,41.7916666667
Dickerson Dam,A,Lower Hudson,Tr-Crum Elbow Creek,5,218,1,1913,-73.9163888889,41.7919444444
Salt Point Mill Pond Dam,B,Lower Hudson,Little Wappinger Creek,15,90,4,1908,-73.795,41.8072222222
Mott Pond Dam,A,Lower Hudson,Tr-Black Creek,10,60,1,1920,-73.9708333333,41.8261111111
Dieterle Dam,A,Lower Hudson,Tr-Little Wappinger Creek,8,80,1,1921,-73.8197222222,41.8466666667
Staatsburg Water Co Dam,B,Lower Hudson,Indian Kill,10,219,13,1908,-73.9077777778,41.8511111111
Nooteemig Lake Dam,A,Lower Hudson,Tr-Wappinger Creek,5,150,3,1928,-73.7858333333,41.7908333333
Friar Tuck Pond Dam,A,Lower Hudson,Tr-Vly Creek,7,2700,21,1975,-73.97,42.205
Bell Pond Dam,A,Lower Hudson,Tr-Mud Creek,5,500,15,0,-73.7566666667,42.17
(211-0804),D,Lower Hudson,Landsman Kill,0,0,0,0,-73.9316666667,41.8933333333
(211-0805),D,Lower Hudson,Wappinger Creek,0,0,0,0,-73.8072222222,41.8783333333
Van Steenburgs Dam,A,Lower Hudson,Lansman Kill,10,42,3,1916,-73.9222222222,41.9138888889
Asher Dam,B,Lower Hudson,Landsman Kill,12,90,7,1890,-73.9113888889,41.9233333333
Carmilite Sisters Dam,A,Lower Hudson,Tr-Hudson River,26,180,6,1909,-73.9366666667,41.95
Rushmore Estates Dam,A,Lower Hudson,Trib-Woodbury Creek,9,0,8.1,0,-74.1219444444,41.3627777778
Storm King Art Center Dam,A,Lower Hudson,Moodna Creek,22,0,2.9,2001,-74.0666666667,41.4163888889
Beaver Dam,A,Lower Hudson,Moodna Creek,3,130,0,0,-74.1886111111,41.4772222222
Whalenburg Dam,A,Lower Hudson,Moodna Creek,10,160,0,0,-74.145,41.4977777778
Wilkens Pond Dam,D,Lower Hudson,Moodna Creek,0,0,0,0,-74.1888888889,41.4994444444
Pulver Dam,A,Lower Hudson,,20,0,0.83,0,-74.1213888889,41.3638888889
Peddler Hill Road Dam,A,Lower Hudson,,16,225,1.3,0,-74.1941666667,41.3663888889
Cranberry Pond Dam,A,Lower Hudson,Cranberry Brook,6,137,33,0,-74.0077777778,41.3461111111
Popolopen Lower Dam,A,Lower Hudson,Popolopen  Brook,11,87,0.12,0,-74.015,41.3208333333
Popolopen Brook Dam,A,Lower Hudson,Popolopen Brook,9.5,110,0.16,0,-74.0191666667,41.3197222222
Procturia Swimming Pool Dam,A,Unknown,,11,150,0.4,0,-74.0936111111,41.3413888889
Brooks Hollow Dam,A,Lower Hudson,Brooks Hollow,10,150,18.7,0,-74.0538888889,41.3433333333
Beaver Pond Dam,A,Lower Hudson,Cat Hollow,4,0,10.1,0,-74.045,41.3702777778
Queensboro Brook Dam,A,Lower Hudson,Queensboro Brook,8,165,0.35,1913,-74.0175,41.3188888889
Ramapo Foundry Dam,D,Lower Hudson,Ramapo River,15,122,2,1907,-74.1725,41.1391666667
Tivoli Lake Dam,C,Lower Hudson,Tr-Ramapo River,29,140,103,1908,-74.2,41.1416666667
Potake Lake Dam,C,Lower Hudson,Tr-Ramapo River,22,350,93,1800,-74.2111111111,41.1416666667
Tivoli Lake Spillway,B,Lower Hudson,Tr-Ramapo River,5,205,103,1908,-74.2052777778,41.1461111111
Lake Sebago Dam,C,Lower Hudson,Stony Brook Creek,30,1700,297,1925,-74.1383333333,41.1933333333
Garnerville Dam,C,Lower Hudson,Minisceongo Creek,29,330,10,1875,-74.0027777778,41.2061111111
Langshur Dam,A,Lower Hudson,Minescongo Creek,10,100,1,1999,-74.02,41.2083333333
Lake Kanawauke Dam,C,Lower Hudson,Stony Brook,20,294,186,1918,-74.1258333333,41.2211111111
Lake Kanawauke Dam,A,Lower Hudson,Tr-Lake Sebago,4,230,4,1916,-74.1255555556,41.2227777778
Tuxedo Lake Dam,B,Lower Hudson,Summit Brook,14,638,277,1898,-74.2033333333,41.2075
Sand Lake Dam,D,Upper Hudson,Sand Creek,10,118,4,0,-74.0733333333,43.3383333333
Trevett Pond Dam,D,Upper Hudson,Sand Creek,10,150,0,1960,-74.1005555556,43.305
Rice Pond Dam,D,Upper Hudson,Sand Creek,10,100,0,1900,-74.1102777778,43.3016666667
Harry Lane Farm Pond Dam,A,Mohawk,Tr- West Creek,13,220,2,1955,-74.6277777778,42.7516666667
Phillip Mueller Wildlife Marsh Dam,A,Mohawk,Tr-Mother Creek,10,320,11,1955,-74.6125,42.9708333333
Pentecostal Ministers Association Dam,A,Mohawk,Tr-Flat Creek,14,700,3,1967,-74.5180555556,42.7955555556
Bowmaker's Pond Dam,B,Mohawk,None,13.6,140,14.7,0,-74.6255555556,42.7844444444
Clausen Pond Dam,A,Mohawk,Tr- West Creek,12,700,11,0,-74.6166666667,42.7833333333
Engleville Pond Dam,B,Mohawk,Tr-West Creek,15,325,30,1910,-74.6522222222,42.7552777778
Lock E-14 Dam At Canajoharie,B,Mohawk,Mohawk River,18,700,125,1910,-74.5777777778,42.9080555556
Lock E-15 Dam At Fort Plain,B,Mohawk,Erie Canal Mohawk River,18,745,60,1910,-74.6222222222,42.9391666667
Walmart  Detention Pond A Dam,A,Mohawk,,31,0,0,0,-74.5958333333,42.7891666667
Walmart  Detention Pond B Dam,A,Mohawk,,5,0,0,0,-74.6066666667,42.79
Lake Surprise Dam,B,Lower Hudson,Breakneck Brook Tr-Hudson,10,450,19,0,-73.955,41.4566666667
Breakneck Brook Dam,D,Lower Hudson,Breakneck Brook,18,490,5,0,-73.9633333333,41.4488888889
